operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,totalTime,numNodes,tasksPerNode,parallelism,trMiB,storageType
cp,0,4096,1024,8,-1,1,8,8,4993.48,beegfs-ssd
cp,0,4096,1024,8,-1,1,8,8,2663.34,ssd-beegfs
cp,0,4096,1024,16,-1,1,16,16,6911.79,beegfs-ssd
cp,0,4096,1024,16,-1,1,16,16,2671.32,ssd-beegfs
cp,0,4096,1024,32,-1,1,32,32,7315.11,beegfs-ssd
cp,0,4096,1024,32,-1,1,32,32,2728.68,ssd-beegfs
cp,0,4096,1024,64,-1,1,64,64,6493.89,beegfs-ssd
cp,0,4096,1024,64,-1,1,64,64,2895.52,ssd-beegfs
cp,0,4096,1024,128,-1,1,128,128,4285.49,beegfs-ssd
cp,0,4096,1024,128,-1,1,128,128,2065.66,ssd-beegfs
cp,0,4096,1024,2,-1,1,2,2,1403.2,beegfs-ssd
cp,0,4096,1024,2,-1,1,2,2,1147.58,ssd-beegfs
cp,0,4096,1024,4,-1,1,4,4,2911.29,beegfs-ssd
cp,0,4096,1024,4,-1,1,4,4,1930.86,ssd-beegfs
cp,0,4096,1024,4,-1,1,4,4,2724.01,beegfs-ssd
cp,0,4096,1024,4,-1,1,4,4,1981.16,ssd-beegfs
cp,0,4096,1024,16,-1,1,16,16,6743.3,beegfs-ssd
cp,0,4096,1024,16,-1,1,16,16,2783.01,ssd-beegfs
cp,0,4096,1024,32,-1,1,32,32,7138.16,beegfs-ssd
cp,0,4096,1024,32,-1,1,32,32,2815.33,ssd-beegfs
cp,0,4096,1024,64,-1,1,64,64,5786.15,beegfs-ssd
cp,0,4096,1024,64,-1,1,64,64,2907.89,ssd-beegfs
cp,0,4096,1024,128,-1,1,128,128,4136.24,beegfs-ssd
cp,0,4096,1024,128,-1,1,128,128,2023.97,ssd-beegfs
cp,0,4096,1024,2,-1,16,0,2,1392.75,beegfs-ssd
cp,0,4096,1024,2,-1,16,0,2,1216.35,ssd-beegfs
cp,0,4096,1024,4,-1,16,0,4,2462,beegfs-ssd
cp,0,4096,1024,4,-1,16,0,4,2053.64,ssd-beegfs
cp,0,4096,1024,8,-1,16,0,8,4624.02,beegfs-ssd
cp,0,4096,1024,8,-1,16,0,8,2879.74,ssd-beegfs
cp,0,4096,1024,16,-1,16,1,16,6692.21,beegfs-ssd
cp,0,4096,1024,16,-1,16,1,16,2621.59,ssd-beegfs
cp,0,4096,1024,32,-1,16,2,32,8102.76,beegfs-ssd
cp,0,4096,1024,32,-1,16,2,32,2699.97,ssd-beegfs
cp,0,4096,1024,64,-1,16,4,64,6148.03,beegfs-ssd
cp,0,4096,1024,64,-1,16,4,64,2836,ssd-beegfs
cp,0,4096,1024,128,-1,16,8,128,4372.79,beegfs-ssd
cp,0,4096,1024,128,-1,16,8,128,2903.96,ssd-beegfs
cp,0,4096,1024,2,-1,16,0,2,1489.02,beegfs-ssd
cp,0,4096,1024,2,-1,16,0,2,1180.09,ssd-beegfs
cp,0,4096,1024,4,-1,16,0,4,2669.66,beegfs-ssd
cp,0,4096,1024,4,-1,16,0,4,2084.86,ssd-beegfs
cp,0,4096,1024,8,-1,16,0,8,4901.98,beegfs-ssd
cp,0,4096,1024,8,-1,16,0,8,2593.3,ssd-beegfs
cp,0,4096,1024,16,-1,16,1,16,7455.61,beegfs-ssd
cp,0,4096,1024,16,-1,16,1,16,2617.66,ssd-beegfs
cp,0,4096,1024,32,-1,16,2,32,8372.83,beegfs-ssd
cp,0,4096,1024,32,-1,16,2,32,2710.57,ssd-beegfs
cp,0,4096,1024,64,-1,16,4,64,6435.07,beegfs-ssd
cp,0,4096,1024,64,-1,16,4,64,2882.58,ssd-beegfs
cp,0,4096,1024,128,-1,16,8,128,4301.09,beegfs-ssd
cp,0,4096,1024,128,-1,16,8,128,2925.49,ssd-beegfs
cp,0,4096,1024,2,-1,16,0,2,1470.31,beegfs-ssd
cp,0,4096,1024,2,-1,16,0,2,1157.82,ssd-beegfs
cp,0,4096,1024,4,-1,16,0,4,2743.72,beegfs-ssd
cp,0,4096,1024,4,-1,16,0,4,1953.51,ssd-beegfs
cp,0,4096,1024,8,-1,16,0,8,4938.87,beegfs-ssd
cp,0,4096,1024,8,-1,16,0,8,2645.3,ssd-beegfs
cp,0,4096,1024,16,-1,16,1,16,7085.88,beegfs-ssd
cp,0,4096,1024,16,-1,16,1,16,2627.25,ssd-beegfs
cp,0,4096,1024,32,-1,16,2,32,7749.25,beegfs-ssd
cp,0,4096,1024,32,-1,16,2,32,2732.03,ssd-beegfs
cp,0,4096,1024,64,-1,16,4,64,6591.75,beegfs-ssd
cp,0,4096,1024,64,-1,16,4,64,2864.51,ssd-beegfs
cp,0,4096,1024,128,-1,16,8,128,4021.11,beegfs-ssd
cp,0,4096,1024,128,-1,16,8,128,2921.29,ssd-beegfs
cp,0,4096,1024,2,-1,8,0,2,1229.1,beegfs-ssd
cp,0,4096,1024,2,-1,8,0,2,453.59,ssd-beegfs
cp,0,4096,1024,4,-1,8,0,4,2463.69,beegfs-ssd
cp,0,4096,1024,4,-1,8,0,4,509.27,ssd-beegfs
cp,0,4096,1024,8,-1,8,1,8,4703.49,beegfs-ssd
cp,0,4096,1024,8,-1,8,1,8,508.46,ssd-beegfs
cp,0,4096,1024,16,-1,8,2,16,6545.42,beegfs-ssd
cp,0,4096,1024,16,-1,8,2,16,530.7,ssd-beegfs
cp,0,4096,1024,32,-1,8,4,32,7546.14,beegfs-ssd
cp,0,4096,1024,32,-1,8,4,32,534.39,ssd-beegfs
cp,0,4096,1024,64,-1,8,8,64,6099.46,beegfs-ssd
cp,0,4096,1024,64,-1,8,8,64,535.28,ssd-beegfs
cp,0,4096,1024,128,-1,8,16,128,4423.86,beegfs-ssd
cp,0,4096,1024,128,-1,8,16,128,534.45,ssd-beegfs
cp,0,4096,1024,2,-1,8,0,2,1402.96,beegfs-ssd
cp,0,4096,1024,2,-1,8,0,2,464.07,ssd-beegfs
cp,0,4096,1024,4,-1,8,0,4,2571.57,beegfs-ssd
cp,0,4096,1024,4,-1,8,0,4,506.45,ssd-beegfs
cp,0,4096,1024,8,-1,8,1,8,4640.7,beegfs-ssd
cp,0,4096,1024,8,-1,8,1,8,522.65,ssd-beegfs
cp,0,4096,1024,16,-1,8,2,16,6710.42,beegfs-ssd
cp,0,4096,1024,16,-1,8,2,16,529.29,ssd-beegfs
cp,0,4096,1024,32,-1,8,4,32,7721.61,beegfs-ssd
cp,0,4096,1024,32,-1,8,4,32,533.13,ssd-beegfs
cp,0,4096,1024,64,-1,8,8,64,6018.02,beegfs-ssd
cp,0,4096,1024,64,-1,8,8,64,534.35,ssd-beegfs
cp,0,4096,1024,128,-1,8,16,128,4628.48,beegfs-ssd
cp,0,4096,1024,128,-1,8,16,128,534.28,ssd-beegfs
cp,0,4096,1024,2,-1,8,0,2,1407.25,beegfs-ssd
cp,0,4096,1024,2,-1,8,0,2,461.74,ssd-beegfs
cp,0,4096,1024,4,-1,8,0,4,2492.31,beegfs-ssd
cp,0,4096,1024,4,-1,8,0,4,507.11,ssd-beegfs
cp,0,4096,1024,8,-1,8,1,8,4898.66,beegfs-ssd
cp,0,4096,1024,8,-1,8,1,8,522.93,ssd-beegfs
cp,0,4096,1024,16,-1,8,2,16,6656.06,beegfs-ssd
cp,0,4096,1024,16,-1,8,2,16,529.33,ssd-beegfs
cp,0,4096,1024,32,-1,8,4,32,8242.33,beegfs-ssd
cp,0,4096,1024,32,-1,8,4,32,533.29,ssd-beegfs
cp,0,4096,1024,64,-1,8,8,64,6705.93,beegfs-ssd
cp,0,4096,1024,64,-1,8,8,64,533.92,ssd-beegfs
cp,0,4096,1024,128,-1,8,16,128,4679.33,beegfs-ssd
cp,0,4096,1024,128,-1,8,16,128,533.79,ssd-beegfs
cp,0,4096,1024,2,-1,32,0,2,1248.65,beegfs-ssd
cp,0,4096,1024,2,-1,32,0,2,1114.39,ssd-beegfs
cp,0,4096,1024,4,-1,32,0,4,2363.51,beegfs-ssd
cp,0,4096,1024,4,-1,32,0,4,2001.56,ssd-beegfs
cp,0,4096,1024,8,-1,32,0,8,4718.45,beegfs-ssd
cp,0,4096,1024,8,-1,32,0,8,2652.34,ssd-beegfs
cp,0,4096,1024,16,-1,32,0,16,7083.78,beegfs-ssd
cp,0,4096,1024,16,-1,32,0,16,2682.11,ssd-beegfs
cp,0,4096,1024,32,-1,32,1,32,7507.15,beegfs-ssd
cp,0,4096,1024,32,-1,32,1,32,2705.57,ssd-beegfs
cp,0,4096,1024,64,-1,32,2,64,6455.67,beegfs-ssd
cp,0,4096,1024,64,-1,32,2,64,2813.17,ssd-beegfs
cp,0,4096,1024,128,-1,32,4,128,4173.88,beegfs-ssd
cp,0,4096,1024,128,-1,32,4,128,2915.35,ssd-beegfs
cp,0,4096,1024,2,-1,32,0,2,1380.19,beegfs-ssd
cp,0,4096,1024,2,-1,32,0,2,1138.54,ssd-beegfs
cp,0,4096,1024,4,-1,32,0,4,2611.69,beegfs-ssd
cp,0,4096,1024,4,-1,32,0,4,1851.88,ssd-beegfs
cp,0,4096,1024,8,-1,32,0,8,4612.66,beegfs-ssd
cp,0,4096,1024,8,-1,32,0,8,2608.84,ssd-beegfs
cp,0,4096,1024,16,-1,32,0,16,7592.53,beegfs-ssd
cp,0,4096,1024,16,-1,32,0,16,2625.75,ssd-beegfs
cp,0,4096,1024,32,-1,32,1,32,7954.54,beegfs-ssd
cp,0,4096,1024,32,-1,32,1,32,2695.29,ssd-beegfs
cp,0,4096,1024,64,-1,32,2,64,5833.11,beegfs-ssd
cp,0,4096,1024,64,-1,32,2,64,2850.82,ssd-beegfs
cp,0,4096,1024,128,-1,32,4,128,4344.75,beegfs-ssd
cp,0,4096,1024,128,-1,32,4,128,2913.18,ssd-beegfs
cp,0,4096,1024,2,-1,32,0,2,1511.07,beegfs-ssd
cp,0,4096,1024,2,-1,32,0,2,1111.66,ssd-beegfs
cp,0,4096,1024,4,-1,32,0,4,2659.78,beegfs-ssd
cp,0,4096,1024,4,-1,32,0,4,1941.4,ssd-beegfs
cp,0,4096,1024,8,-1,32,0,8,4665.39,beegfs-ssd
cp,0,4096,1024,8,-1,32,0,8,2652.5,ssd-beegfs
cp,0,4096,1024,16,-1,32,0,16,7116.07,beegfs-ssd
cp,0,4096,1024,16,-1,32,0,16,2645.05,ssd-beegfs
cp,0,4096,1024,32,-1,32,1,32,6901.26,beegfs-ssd
cp,0,4096,1024,32,-1,32,1,32,2707.61,ssd-beegfs
cp,0,4096,1024,64,-1,32,2,64,6651.85,beegfs-ssd
cp,0,4096,1024,64,-1,32,2,64,2806.38,ssd-beegfs
cp,0,4096,1024,128,-1,32,4,128,3899.41,beegfs-ssd
cp,0,4096,1024,128,-1,32,4,128,2915.96,ssd-beegfs
cp,0,4096,1024,2,-1,2,1,2,1526.4,beegfs-ssd
cp,0,4096,1024,2,-1,2,1,2,465.57,ssd-beegfs
cp,0,4096,1024,4,-1,2,2,4,2821.71,beegfs-ssd
cp,0,4096,1024,4,-1,2,2,4,509.83,ssd-beegfs
cp,0,4096,1024,8,-1,2,4,8,4713.3,beegfs-ssd
cp,0,4096,1024,8,-1,2,4,8,525.29,ssd-beegfs
cp,0,4096,1024,16,-1,2,8,16,7061.88,beegfs-ssd
cp,0,4096,1024,16,-1,2,8,16,531.49,ssd-beegfs
cp,0,4096,1024,32,-1,2,16,32,8128.9,beegfs-ssd
cp,0,4096,1024,32,-1,2,16,32,534.86,ssd-beegfs
cp,0,4096,1024,64,-1,2,32,64,6208.97,beegfs-ssd
cp,0,4096,1024,64,-1,2,32,64,524.25,ssd-beegfs
cp,0,4096,1024,128,-1,2,64,128,4761.78,beegfs-ssd
cp,0,4096,1024,128,-1,2,64,128,535.45,ssd-beegfs
cp,0,4096,1024,2,-1,2,1,2,1348.61,beegfs-ssd
cp,0,4096,1024,2,-1,2,1,2,467.68,ssd-beegfs
cp,0,4096,1024,4,-1,2,2,4,2412,beegfs-ssd
cp,0,4096,1024,4,-1,2,2,4,508.62,ssd-beegfs
cp,0,4096,1024,8,-1,2,4,8,4825.52,beegfs-ssd
cp,0,4096,1024,8,-1,2,4,8,432.64,ssd-beegfs
cp,0,4096,1024,16,-1,2,8,16,7405.97,beegfs-ssd
cp,0,4096,1024,16,-1,2,8,16,530.67,ssd-beegfs
cp,0,4096,1024,32,-1,2,16,32,7765.62,beegfs-ssd
cp,0,4096,1024,32,-1,2,16,32,534.82,ssd-beegfs
cp,0,4096,1024,64,-1,2,32,64,6635.09,beegfs-ssd
cp,0,4096,1024,64,-1,2,32,64,535.98,ssd-beegfs
cp,0,4096,1024,128,-1,2,64,128,4431.32,beegfs-ssd
cp,0,4096,1024,128,-1,2,64,128,534.89,ssd-beegfs
cp,0,4096,1024,2,-1,2,1,2,1403.9,beegfs-ssd
cp,0,4096,1024,2,-1,2,1,2,464.91,ssd-beegfs
cp,0,4096,1024,4,-1,2,2,4,2561.26,beegfs-ssd
cp,0,4096,1024,4,-1,2,2,4,508.72,ssd-beegfs
cp,0,4096,1024,8,-1,2,4,8,4734.02,beegfs-ssd
cp,0,4096,1024,8,-1,2,4,8,525.11,ssd-beegfs
cp,0,4096,1024,16,-1,2,8,16,7352.97,beegfs-ssd
cp,0,4096,1024,16,-1,2,8,16,530.84,ssd-beegfs
cp,0,4096,1024,32,-1,2,16,32,8261.49,beegfs-ssd
cp,0,4096,1024,32,-1,2,16,32,534.47,ssd-beegfs
cp,0,4096,1024,64,-1,2,32,64,6463.67,beegfs-ssd
cp,0,4096,1024,64,-1,2,32,64,535.64,ssd-beegfs
cp,0,4096,1024,128,-1,2,64,128,4884.99,beegfs-ssd
cp,0,4096,1024,128,-1,2,64,128,535.49,ssd-beegfs
cp,0,4096,1024,2,-1,4,0,2,1363.66,beegfs-ssd
cp,0,4096,1024,2,-1,4,0,2,1172.63,ssd-beegfs
cp,0,4096,1024,4,-1,4,1,4,2411.38,beegfs-ssd
cp,0,4096,1024,4,-1,4,1,4,2051.68,ssd-beegfs
cp,0,4096,1024,8,-1,4,2,8,4117.03,beegfs-ssd
cp,0,4096,1024,8,-1,4,2,8,2716.67,ssd-beegfs
cp,0,4096,1024,16,-1,4,4,16,6039.84,beegfs-ssd
cp,0,4096,1024,16,-1,4,4,16,2636.23,ssd-beegfs
cp,0,4096,1024,32,-1,4,8,32,7475.67,beegfs-ssd
cp,0,4096,1024,32,-1,4,8,32,2866.23,ssd-beegfs
cp,0,4096,1024,64,-1,4,16,64,6363.02,beegfs-ssd
cp,0,4096,1024,64,-1,4,16,64,2890.96,ssd-beegfs
cp,0,4096,1024,128,-1,4,32,128,4367.38,beegfs-ssd
cp,0,4096,1024,128,-1,4,32,128,2915.9,ssd-beegfs
cp,0,4096,1024,2,-1,4,0,2,1385.93,beegfs-ssd
cp,0,4096,1024,2,-1,4,0,2,1131.84,ssd-beegfs
cp,0,4096,1024,4,-1,4,1,4,2620.02,beegfs-ssd
cp,0,4096,1024,4,-1,4,1,4,2004.29,ssd-beegfs
cp,0,4096,1024,8,-1,4,2,8,4874.31,beegfs-ssd
cp,0,4096,1024,8,-1,4,2,8,2651.95,ssd-beegfs
cp,0,4096,1024,16,-1,4,4,16,7065.4,beegfs-ssd
cp,0,4096,1024,16,-1,4,4,16,2625.6,ssd-beegfs
cp,0,4096,1024,32,-1,4,8,32,7942.32,beegfs-ssd
cp,0,4096,1024,32,-1,4,8,32,2701.56,ssd-beegfs
cp,0,4096,1024,64,-1,4,16,64,6974.01,beegfs-ssd
cp,0,4096,1024,64,-1,4,16,64,2828.29,ssd-beegfs
cp,0,4096,1024,128,-1,4,32,128,4241,beegfs-ssd
cp,0,4096,1024,128,-1,4,32,128,2923.65,ssd-beegfs
cp,0,4096,1024,2,-1,4,0,2,1411.94,beegfs-ssd
cp,0,4096,1024,2,-1,4,0,2,1141.03,ssd-beegfs
cp,0,4096,1024,4,-1,4,1,4,2710.01,beegfs-ssd
cp,0,4096,1024,4,-1,4,1,4,1954.06,ssd-beegfs
cp,0,4096,1024,8,-1,4,2,8,4793.78,beegfs-ssd
cp,0,4096,1024,8,-1,4,2,8,2634.95,ssd-beegfs
cp,0,4096,1024,16,-1,4,4,16,6694.96,beegfs-ssd
cp,0,4096,1024,16,-1,4,4,16,2616.91,ssd-beegfs
cp,0,4096,1024,32,-1,4,8,32,7315.85,beegfs-ssd
cp,0,4096,1024,32,-1,4,8,32,2684.25,ssd-beegfs
cp,0,4096,1024,64,-1,4,16,64,6289.46,beegfs-ssd
cp,0,4096,1024,64,-1,4,16,64,2855.91,ssd-beegfs
cp,0,4096,1024,128,-1,4,32,128,4437.31,beegfs-ssd
cp,0,4096,1024,128,-1,4,32,128,2923.75,ssd-beegfs
cp,0,4096,5120,2,-1,1,2,2,304.22,beegfs-ssd
cp,0,4096,5120,2,-1,1,2,2,232.75,ssd-beegfs
cp,0,4096,5120,4,-1,1,4,4,571.31,beegfs-ssd
cp,0,4096,5120,4,-1,1,4,4,402.51,ssd-beegfs
cp,0,4096,5120,8,-1,1,8,8,998.16,beegfs-ssd
cp,0,4096,5120,8,-1,1,8,8,570.13,ssd-beegfs
cp,0,4096,5120,16,-1,1,16,16,1731.64,beegfs-ssd
cp,0,4096,5120,16,-1,1,16,16,606.63,ssd-beegfs
cp,0,4096,5120,32,-1,1,32,32,2073.73,beegfs-ssd
cp,0,4096,5120,32,-1,1,32,32,604.28,ssd-beegfs
cp,0,4096,5120,64,-1,1,64,64,2083.73,beegfs-ssd
cp,0,4096,5120,64,-1,1,64,64,607.49,ssd-beegfs
cp,0,4096,5120,128,-1,1,128,128,2135.26,beegfs-ssd
cp,0,4096,5120,128,-1,1,128,128,606.24,ssd-beegfs
cp,0,4096,5120,2,-1,1,2,2,293.63,beegfs-ssd
cp,0,4096,5120,2,-1,1,2,2,260.57,ssd-beegfs
cp,0,4096,5120,4,-1,1,4,4,546.15,beegfs-ssd
cp,0,4096,5120,4,-1,1,4,4,400.2,ssd-beegfs
cp,0,4096,5120,8,-1,1,8,8,1060.46,beegfs-ssd
cp,0,4096,5120,8,-1,1,8,8,585.3,ssd-beegfs
cp,0,4096,5120,16,-1,1,16,16,1833.09,beegfs-ssd
cp,0,4096,5120,16,-1,1,16,16,605.41,ssd-beegfs
cp,0,4096,5120,32,-1,1,32,32,2012.37,beegfs-ssd
cp,0,4096,5120,32,-1,1,32,32,600.49,ssd-beegfs
cp,0,4096,5120,64,-1,1,64,64,2127.13,beegfs-ssd
cp,0,4096,5120,64,-1,1,64,64,603.07,ssd-beegfs
cp,0,4096,5120,128,-1,1,128,128,2117.19,beegfs-ssd
cp,0,4096,5120,128,-1,1,128,128,607.14,ssd-beegfs
cp,0,4096,5120,2,-1,1,2,2,269.75,beegfs-ssd
cp,0,4096,5120,2,-1,1,2,2,247.73,ssd-beegfs
cp,0,4096,5120,4,-1,1,4,4,497.92,beegfs-ssd
cp,0,4096,5120,4,-1,1,4,4,430.08,ssd-beegfs
cp,0,4096,5120,8,-1,1,8,8,1063.32,beegfs-ssd
cp,0,4096,5120,8,-1,1,8,8,595.18,ssd-beegfs
cp,0,4096,5120,16,-1,1,16,16,1660.78,beegfs-ssd
cp,0,4096,5120,16,-1,1,16,16,607.82,ssd-beegfs
cp,0,4096,5120,32,-1,1,32,32,2078.84,beegfs-ssd
cp,0,4096,5120,32,-1,1,32,32,604.96,ssd-beegfs
cp,0,4096,5120,64,-1,1,64,64,2041.41,beegfs-ssd
cp,0,4096,5120,64,-1,1,64,64,603.12,ssd-beegfs
cp,0,4096,5120,128,-1,1,128,128,2115.95,beegfs-ssd
cp,0,4096,5120,128,-1,1,128,128,606.8,ssd-beegfs
cp,0,4096,5120,8,-1,1,8,8,998.16,beegfs-ssd
cp,0,4096,5120,8,-1,1,8,8,570.13,ssd-beegfs
cp,0,4096,5120,2,-1,16,0,2,297.52,beegfs-ssd
cp,0,4096,5120,2,-1,16,0,2,229.77,ssd-beegfs
cp,0,4096,5120,4,-1,16,0,4,577.43,beegfs-ssd
cp,0,4096,5120,4,-1,16,0,4,373.19,ssd-beegfs
cp,0,4096,5120,8,-1,16,0,8,1035.81,beegfs-ssd
cp,0,4096,5120,8,-1,16,0,8,592.35,ssd-beegfs
cp,0,4096,5120,16,-1,16,1,16,1825.37,beegfs-ssd
cp,0,4096,5120,16,-1,16,1,16,570.04,ssd-beegfs
cp,0,4096,5120,32,-1,16,2,32,2108.46,beegfs-ssd
cp,0,4096,5120,32,-1,16,2,32,591.17,ssd-beegfs
cp,0,4096,5120,64,-1,16,4,64,2037.46,beegfs-ssd
cp,0,4096,5120,64,-1,16,4,64,606.6,ssd-beegfs
cp,0,4096,5120,128,-1,16,8,128,2186.44,beegfs-ssd
cp,0,4096,5120,128,-1,16,8,128,606.79,ssd-beegfs
cp,0,4096,5120,2,-1,16,0,2,268.35,beegfs-ssd
cp,0,4096,5120,2,-1,16,0,2,231.32,ssd-beegfs
cp,0,4096,5120,4,-1,16,0,4,553.48,beegfs-ssd
cp,0,4096,5120,4,-1,16,0,4,415.11,ssd-beegfs
cp,0,4096,5120,8,-1,16,0,8,1006,beegfs-ssd
cp,0,4096,5120,8,-1,16,0,8,592.15,ssd-beegfs
cp,0,4096,5120,16,-1,16,1,16,1782.27,beegfs-ssd
cp,0,4096,5120,16,-1,16,1,16,602.89,ssd-beegfs
cp,0,4096,5120,32,-1,16,2,32,2085.31,beegfs-ssd
cp,0,4096,5120,32,-1,16,2,32,604.64,ssd-beegfs
cp,0,4096,5120,64,-1,16,4,64,2153.63,beegfs-ssd
cp,0,4096,5120,64,-1,16,4,64,606.91,ssd-beegfs
cp,0,4096,5120,128,-1,16,8,128,2160.62,beegfs-ssd
cp,0,4096,5120,128,-1,16,8,128,604.58,ssd-beegfs
cp,0,4096,5120,2,-1,16,0,2,291.82,beegfs-ssd
cp,0,4096,5120,2,-1,16,0,2,216.38,ssd-beegfs
cp,0,4096,5120,4,-1,16,0,4,545.59,beegfs-ssd
cp,0,4096,5120,4,-1,16,0,4,402.86,ssd-beegfs
cp,0,4096,5120,8,-1,16,0,8,1023.01,beegfs-ssd
cp,0,4096,5120,8,-1,16,0,8,595.95,ssd-beegfs
cp,0,4096,5120,16,-1,16,1,16,1879.08,beegfs-ssd
cp,0,4096,5120,16,-1,16,1,16,594.94,ssd-beegfs
cp,0,4096,5120,32,-1,16,2,32,2108.16,beegfs-ssd
cp,0,4096,5120,32,-1,16,2,32,596.09,ssd-beegfs
cp,0,4096,5120,64,-1,16,4,64,2161.21,beegfs-ssd
cp,0,4096,5120,64,-1,16,4,64,603.5,ssd-beegfs
cp,0,4096,5120,128,-1,16,8,128,2144.25,beegfs-ssd
cp,0,4096,5120,128,-1,16,8,128,603.82,ssd-beegfs
cp,0,4096,5120,2,-1,8,0,2,261.59,beegfs-ssd
cp,0,4096,5120,2,-1,8,0,2,85.49,ssd-beegfs
cp,0,4096,5120,4,-1,8,0,4,523.61,beegfs-ssd
cp,0,4096,5120,4,-1,8,0,4,101.59,ssd-beegfs
cp,0,4096,5120,8,-1,8,1,8,1026.41,beegfs-ssd
cp,0,4096,5120,8,-1,8,1,8,104.98,ssd-beegfs
cp,0,4096,5120,16,-1,8,2,16,1688.3,beegfs-ssd
cp,0,4096,5120,16,-1,8,2,16,106.54,ssd-beegfs
cp,0,4096,5120,32,-1,8,4,32,2090.91,beegfs-ssd
cp,0,4096,5120,32,-1,8,4,32,107.49,ssd-beegfs
cp,0,4096,5120,64,-1,8,8,64,2054.23,beegfs-ssd
cp,0,4096,5120,64,-1,8,8,64,107.71,ssd-beegfs
cp,0,4096,5120,128,-1,8,16,128,2142.03,beegfs-ssd
cp,0,4096,5120,128,-1,8,16,128,107.56,ssd-beegfs
cp,0,4096,5120,2,-1,8,0,2,289.49,beegfs-ssd
cp,0,4096,5120,2,-1,8,0,2,93.81,ssd-beegfs
cp,0,4096,5120,4,-1,8,0,4,549.99,beegfs-ssd
cp,0,4096,5120,4,-1,8,0,4,101.8,ssd-beegfs
cp,0,4096,5120,8,-1,8,1,8,1021.18,beegfs-ssd
cp,0,4096,5120,8,-1,8,1,8,105.05,ssd-beegfs
cp,0,4096,5120,16,-1,8,2,16,1820.61,beegfs-ssd
cp,0,4096,5120,16,-1,8,2,16,106.48,ssd-beegfs
cp,0,4096,5120,32,-1,8,4,32,2109.78,beegfs-ssd
cp,0,4096,5120,32,-1,8,4,32,107.46,ssd-beegfs
cp,0,4096,5120,64,-1,8,8,64,2105.07,beegfs-ssd
cp,0,4096,5120,64,-1,8,8,64,107.65,ssd-beegfs
cp,0,4096,5120,128,-1,8,16,128,2091.19,beegfs-ssd
cp,0,4096,5120,128,-1,8,16,128,107.71,ssd-beegfs
cp,0,4096,5120,2,-1,8,0,2,268.62,beegfs-ssd
cp,0,4096,5120,2,-1,8,0,2,92.36,ssd-beegfs
cp,0,4096,5120,4,-1,8,0,4,527.74,beegfs-ssd
cp,0,4096,5120,4,-1,8,0,4,101.71,ssd-beegfs
cp,0,4096,5120,8,-1,8,1,8,1100.3,beegfs-ssd
cp,0,4096,5120,8,-1,8,1,8,105.11,ssd-beegfs
cp,0,4096,5120,16,-1,8,2,16,1734.65,beegfs-ssd
cp,0,4096,5120,16,-1,8,2,16,106.73,ssd-beegfs
cp,0,4096,5120,32,-1,8,4,32,2100.95,beegfs-ssd
cp,0,4096,5120,32,-1,8,4,32,102.11,ssd-beegfs
cp,0,4096,5120,64,-1,8,8,64,2014.96,beegfs-ssd
cp,0,4096,5120,64,-1,8,8,64,107.71,ssd-beegfs
cp,0,4096,5120,128,-1,8,16,128,2003.7,beegfs-ssd
cp,0,4096,5120,128,-1,8,16,128,100.49,ssd-beegfs
cp,0,4096,5120,2,-1,32,0,2,290.45,beegfs-ssd
cp,0,4096,5120,2,-1,32,0,2,200.43,ssd-beegfs
cp,0,4096,5120,4,-1,32,0,4,522.36,beegfs-ssd
cp,0,4096,5120,4,-1,32,0,4,355.61,ssd-beegfs
cp,0,4096,5120,8,-1,32,0,8,1042.39,beegfs-ssd
cp,0,4096,5120,8,-1,32,0,8,586.83,ssd-beegfs
cp,0,4096,5120,16,-1,32,0,16,1780.01,beegfs-ssd
cp,0,4096,5120,16,-1,32,0,16,604.47,ssd-beegfs
cp,0,4096,5120,32,-1,32,1,32,2064.33,beegfs-ssd
cp,0,4096,5120,32,-1,32,1,32,595.15,ssd-beegfs
cp,0,4096,5120,64,-1,32,2,64,2129.05,beegfs-ssd
cp,0,4096,5120,64,-1,32,2,64,603.16,ssd-beegfs
cp,0,4096,5120,128,-1,32,4,128,2164.35,beegfs-ssd
cp,0,4096,5120,128,-1,32,4,128,603.68,ssd-beegfs
cp,0,4096,5120,2,-1,32,0,2,288.58,beegfs-ssd
cp,0,4096,5120,2,-1,32,0,2,226.45,ssd-beegfs
cp,0,4096,5120,4,-1,32,0,4,576.02,beegfs-ssd
cp,0,4096,5120,4,-1,32,0,4,394.18,ssd-beegfs
cp,0,4096,5120,8,-1,32,0,8,1142.91,beegfs-ssd
cp,0,4096,5120,8,-1,32,0,8,588.03,ssd-beegfs
cp,0,4096,5120,16,-1,32,0,16,1821.71,beegfs-ssd
cp,0,4096,5120,16,-1,32,0,16,587.35,ssd-beegfs
cp,0,4096,5120,32,-1,32,1,32,2119.63,beegfs-ssd
cp,0,4096,5120,32,-1,32,1,32,599.73,ssd-beegfs
cp,0,4096,5120,64,-1,32,2,64,2171.88,beegfs-ssd
cp,0,4096,5120,64,-1,32,2,64,603.88,ssd-beegfs
cp,0,4096,5120,128,-1,32,4,128,2183.18,beegfs-ssd
cp,0,4096,5120,128,-1,32,4,128,603.59,ssd-beegfs
cp,0,4096,5120,2,-1,32,0,2,281.83,beegfs-ssd
