operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,totalTime,numNodes,tasksPerNode,parallelism,trMiB,storageType
write,0,1048576,51200,512,0.0959,32,16,16384,533930.8966,tmpfs
read,0,1048576,51200,512,0.0454,32,16,16384,1128452.547,tmpfs
write,0,1024,5120,512,0.024,32,16,16384,213531.5173,tmpfs
read,0,1024,5120,512,0.0124,32,16,16384,414312.0203,tmpfs
write,0,4096,5120,4096,0.1449,32,128,131072,28276.4048,tmpfs
read,0,4096,5120,4096,0.1471,32,128,131072,27839.5326,tmpfs
write,0,4096,5120,512,0.0094,32,16,16384,547191.061,tmpfs
read,0,4096,5120,512,0.007,32,16,16384,733513.8465,tmpfs
write,0,1048576,51200,1024,0.0701,32,32,32768,730561.1344,tmpfs
read,0,1048576,51200,1024,0.0451,32,32,32768,1136149.978,tmpfs
write,0,1048576,5120,512,0.01,32,16,16384,511347.7759,tmpfs
read,0,1048576,5120,512,0.0064,32,16,16384,799073.1999,tmpfs
write,0,1048576,5120,128,0.0197,32,4,4096,259998.5436,tmpfs
read,0,1048576,5120,128,0.0104,32,4,4096,493459.303,tmpfs
write,0,1048576,51200,4096,0.1348,32,128,131072,364522.7493,tmpfs
read,0,1048576,51200,4096,0.1308,32,128,131072,375702.6165,tmpfs
write,0,4194304,1024,32,0.0119,32,1,1024,86250.8919,tmpfs
read,0,4194304,1024,32,0.0063,32,1,1024,163519.4234,tmpfs
write,0,4194304,51200,1024,0.0557,32,32,32768,882427.2033,tmpfs
read,0,4194304,51200,1024,0.0384,32,32,32768,1279219.343,tmpfs
write,0,67108864,51200,32,0.5283,32,1,1024,96915.0866,tmpfs
read,0,67108864,51200,32,0.3465,32,1,1024,147765.8724,tmpfs
write,0,1048576,5120,512,0.0126,32,16,16384,406765.1722,tmpfs
read,0,1048576,5120,512,0.0058,32,16,16384,878931.6311,tmpfs
write,0,64,1024,256,0.0504,32,8,8192,20317.6494,tmpfs
read,0,64,1024,256,0.0413,32,8,8192,24823.9403,tmpfs
write,0,16777216,51200,32,0.5351,32,1,1024,95677.9061,tmpfs
read,0,16777216,51200,32,0.2937,32,1,1024,174345.8131,tmpfs
write,0,1048576,5120,32,0.0661,32,1,1024,77501.1674,tmpfs
read,0,1048576,5120,32,0.0377,32,1,1024,135730.4605,tmpfs
write,0,1024,5120,128,0.0354,32,4,4096,144712.536,tmpfs
read,0,1024,5120,128,0.0234,32,4,4096,219083.6118,tmpfs
write,0,67108864,51200,256,0.1403,32,8,8192,350279.1016,tmpfs
read,0,67108864,51200,256,0.1273,32,8,8192,386128.1453,tmpfs
write,0,4096,51200,32,0.5346,32,1,1024,95764.5842,tmpfs
read,0,4096,51200,32,0.3751,32,1,1024,136503.2229,tmpfs
write,0,16777216,5120,128,0.0174,32,4,4096,235759.3388,tmpfs
read,0,16777216,5120,128,0.015,32,4,4096,273803.0875,tmpfs
write,0,4096,1024,32,0.0124,32,1,1024,82706.7997,tmpfs
read,0,4096,1024,32,0.0079,32,1,1024,130368.6351,tmpfs
write,0,4096,51200,256,0.1011,32,8,8192,506294.2962,tmpfs
read,0,4096,51200,256,0.0624,32,8,8192,820617.2651,tmpfs
write,0,1048576,51200,64,0.28,32,2,2048,182831.3767,tmpfs
read,0,1048576,51200,64,0.1339,32,2,2048,382396.6681,tmpfs
write,0,67108864,5120,64,0.0241,32,2,2048,170224.841,tmpfs
read,0,67108864,5120,64,0.0175,32,2,2048,234329.2996,tmpfs
write,0,4096,1024,1024,0.0019,32,32,32768,547976.2872,tmpfs
read,0,4096,1024,1024,0.0013,32,32,32768,787327.109,tmpfs
write,0,4096,1024,512,0.0028,32,16,16384,364025.9852,tmpfs
read,0,4096,1024,512,0.0024,32,16,16384,422405.9982,tmpfs
write,0,1048576,51200,64,0.2808,32,2,2048,182357.8237,tmpfs
read,0,1048576,51200,64,0.1624,32,2,2048,315332.7249,tmpfs
write,0,16777216,51200,1024,0.051,32,32,32768,963725.8923,tmpfs
read,0,16777216,51200,1024,0.0458,32,32,32768,1072625.581,tmpfs
write,0,1048576,51200,4096,0.1129,32,128,131072,435238.1262,tmpfs
read,0,1048576,51200,4096,0.1097,32,128,131072,448133.1837,tmpfs
write,0,1048576,51200,2048,0.0921,32,64,65536,556082.2589,tmpfs
read,0,1048576,51200,2048,0.0763,32,64,65536,670683.7479,tmpfs
write,0,1024,1024,512,0.0042,32,16,16384,245204.3865,tmpfs
read,0,1024,1024,512,0.0038,32,16,16384,268327.5724,tmpfs
write,0,4194304,5120,64,0.0289,32,2,2048,176992.3129,tmpfs
read,0,4194304,5120,64,0.0167,32,2,2048,305966.941,tmpfs
write,0,67108864,51200,64,0.2608,32,2,2048,188491.3571,tmpfs
read,0,67108864,51200,64,0.1951,32,2,2048,251883.6621,tmpfs
write,0,16777216,51200,128,0.1719,32,4,4096,297898.2424,tmpfs
read,0,16777216,51200,128,0.1244,32,4,4096,411543.3869,tmpfs
write,0,1024,5120,256,0.0216,32,8,8192,236626.2714,tmpfs
read,0,1024,5120,256,0.0146,32,8,8192,349588.5643,tmpfs
write,0,4096,1024,512,0.0048,32,16,16384,211612.6142,tmpfs
read,0,4096,1024,512,0.0042,32,16,16384,245630.8178,tmpfs
write,0,1048576,51200,2048,0.1015,32,64,65536,504488.8124,tmpfs
read,0,1048576,51200,2048,0.0816,32,64,65536,627281.7219,tmpfs
write,0,1024,5120,64,0.0639,32,2,2048,80123.8226,tmpfs
read,0,1024,5120,64,0.0421,32,2,2048,121535.8889,tmpfs
write,0,1024,5120,4096,0.1563,32,128,131072,26211.0435,tmpfs
read,0,1024,5120,4096,0.1683,32,128,131072,24338.8141,tmpfs
write,0,4194304,1024,32,0.0123,32,1,1024,83519.9142,tmpfs
read,0,4194304,1024,32,0.0065,32,1,1024,157174.3973,tmpfs
write,0,1024,1024,256,0.0045,32,8,8192,228945.0997,tmpfs
read,0,1024,1024,256,0.0031,32,8,8192,331760.1724,tmpfs
write,0,4096,51200,512,0.0681,32,16,16384,751589.145,tmpfs
read,0,4096,51200,512,0.0465,32,16,16384,1101305.762,tmpfs
write,0,4194304,51200,2048,0.099,32,64,65536,496276.8834,tmpfs
read,0,4194304,51200,2048,0.0762,32,64,65536,644738.9573,tmpfs
write,0,16777216,51200,32,0.5765,32,1,1024,88818.887,tmpfs
read,0,16777216,51200,32,0.3009,32,1,1024,170138.5583,tmpfs
write,0,4194304,1024,256,0.003,32,8,8192,339630.2011,tmpfs
read,0,4194304,1024,256,0.003,32,8,8192,344840.3598,tmpfs
write,0,4194304,51200,32,0.4831,32,1,1024,105986.7368,tmpfs
read,0,4194304,51200,32,0.2576,32,1,1024,198778.7677,tmpfs
write,0,16777216,1024,32,0.0123,32,1,1024,82983.6109,tmpfs
read,0,16777216,1024,32,0.0092,32,1,1024,111244.4209,tmpfs
write,0,4096,1024,1024,0.0117,32,32,32768,87598.3418,tmpfs
read,0,4096,1024,1024,0.0015,32,32,32768,673565.0072,tmpfs
write,0,1048576,5120,2048,0.0431,32,64,65536,94949.1261,tmpfs
read,0,1048576,5120,2048,0.0387,32,64,65536,105954.0457,tmpfs
write,0,4194304,5120,128,0.0183,32,4,4096,279376.2794,tmpfs
read,0,4194304,5120,128,0.0105,32,4,4096,489280.3641,tmpfs
write,0,1024,1024,64,0.014,32,2,2048,73372.3869,tmpfs
read,0,1024,1024,64,0.0085,32,2,2048,120169.1052,tmpfs
write,0,4096,5120,4096,0.1431,32,128,131072,28631.4267,tmpfs
read,0,4096,5120,4096,0.1421,32,128,131072,28822.0246,tmpfs
write,0,4194304,51200,64,0.2609,32,2,2048,196246.1417,tmpfs
read,0,4194304,51200,64,0.1615,32,2,2048,317103.8234,tmpfs
write,0,4096,5120,32,0.0662,32,1,1024,77357.0785,tmpfs
read,0,4096,5120,32,0.0482,32,1,1024,106277.3087,tmpfs
write,0,4096,51200,4096,0.1164,32,128,131072,422293.0995,tmpfs
read,0,4096,51200,4096,0.1235,32,128,131072,397996.7561,tmpfs
write,0,1024,1024,256,0.0054,32,8,8192,190026.2567,tmpfs
read,0,1024,1024,256,0.0031,32,8,8192,327128.8533,tmpfs
write,0,1024,51200,64,0.6192,32,2,2048,82691.4739,tmpfs
read,0,1024,51200,64,0.41,32,2,2048,124869.9727,tmpfs
write,0,1024,5120,2048,0.0494,32,64,65536,82874.2674,tmpfs
read,0,1024,5120,2048,0.0351,32,64,65536,116666.6149,tmpfs
write,0,16777216,51200,256,0.1301,32,8,8192,377686.8289,tmpfs
read,0,16777216,51200,256,0.1135,32,8,8192,432914.5061,tmpfs
write,0,64,1024,32,0.2766,32,1,1024,3701.7297,tmpfs
read,0,64,1024,32,0.2322,32,1,1024,4410.6758,tmpfs
write,0,1048576,5120,256,0.0144,32,8,8192,354359.9843,tmpfs
read,0,1048576,5120,256,0.0065,32,8,8192,789971.3142,tmpfs
write,0,268435456,51200,64,0.2594,32,2,2048,189509.821,tmpfs
read,0,268435456,51200,64,0.1905,32,2,2048,258070.959,tmpfs
write,0,1048576,5120,64,0.0322,32,2,2048,158966.8151,tmpfs
read,0,1048576,5120,64,0.018,32,2,2048,284278.4574,tmpfs
write,0,1024,5120,256,0.0215,32,8,8192,238169.6994,tmpfs
read,0,1024,5120,256,0.0146,32,8,8192,351737.8322,tmpfs
write,0,16777216,1024,32,0.012,32,1,1024,84981.7003,tmpfs
read,0,16777216,1024,32,0.009,32,1,1024,113915.0327,tmpfs
write,0,4194304,51200,512,0.0815,32,16,16384,628057.7642,tmpfs
read,0,4194304,51200,512,0.0463,32,16,16384,1105146.796,tmpfs
write,0,16777216,51200,256,0.1426,32,8,8192,344617.8212,tmpfs
read,0,16777216,51200,256,0.1169,32,8,8192,420355.8698,tmpfs
write,0,4096,51200,128,0.1515,32,4,4096,337845.8765,tmpfs
read,0,4096,51200,128,0.1208,32,4,4096,423918.6774,tmpfs
write,0,16777216,51200,128,0.1667,32,4,4096,307108.287,tmpfs
read,0,16777216,51200,128,0.1188,32,4,4096,430801.9489,tmpfs
write,0,1024,1024,32,0.0256,32,1,1024,40060.8785,tmpfs
read,0,1024,1024,32,0.0171,32,1,1024,59995.3867,tmpfs
write,0,4096,5120,1024,0.0074,32,32,32768,687664.9825,tmpfs
read,0,4096,5120,1024,0.0053,32,32,32768,962456.3088,tmpfs
write,0,1024,5120,128,0.0351,32,4,4096,145767.4776,tmpfs
read,0,1024,5120,128,0.0241,32,4,4096,212456.296,tmpfs
write,0,1024,51200,128,0.3126,32,4,4096,163777.5339,tmpfs
read,0,1024,51200,128,0.2113,32,4,4096,242269.7966,tmpfs
write,0,4096,51200,32,0.5267,32,1,1024,97209.188,tmpfs
read,0,4096,51200,32,0.3742,32,1,1024,136824.3134,tmpfs
write,0,4194304,1024,32,0.0122,32,1,1024,84081.3066,tmpfs
read,0,4194304,1024,32,0.0062,32,1,1024,165376.1727,tmpfs
write,0,64,1024,64,0.1364,32,2,2048,7508.0343,tmpfs
read,0,64,1024,64,0.1163,32,2,2048,8805.8238,tmpfs
write,0,16777216,51200,2048,0.0738,32,64,65536,443714.9099,tmpfs
read,0,16777216,51200,2048,0.0613,32,64,65536,534767.2651,tmpfs
write,0,67108864,5120,64,0.0236,32,2,2048,173425.8723,tmpfs
read,0,67108864,5120,64,0.0173,32,2,2048,236105.7583,tmpfs
write,0,4096,5120,2048,0.0519,32,64,65536,78848.8894,tmpfs
read,0,4096,5120,2048,0.051,32,64,65536,80340.6522,tmpfs
write,0,1024,51200,4096,0.1587,32,128,131072,309735.0966,tmpfs
read,0,1024,51200,4096,0.1391,32,128,131072,353471.8233,tmpfs
write,0,67108864,51200,256,0.1411,32,8,8192,348442.5807,tmpfs
read,0,67108864,51200,256,0.1295,32,8,8192,379649.3548,tmpfs
write,0,1048576,5120,4096,0.1948,32,128,131072,21023.5195,tmpfs
read,0,1048576,5120,4096,0.1423,32,128,131072,28793.5306,tmpfs
write,0,1048576,5120,4096,0.1424,32,128,131072,28755.9075,tmpfs
read,0,1048576,5120,4096,0.1223,32,128,131072,33491.3573,tmpfs
write,0,1048576,1024,256,0.0035,32,8,8192,295588.9697,tmpfs
read,0,1048576,1024,256,0.0021,32,8,8192,495855.9229,tmpfs
write,0,67108864,51200,512,0.0523,32,16,16384,627089.789,tmpfs
read,0,67108864,51200,512,0.051,32,16,16384,642522.7552,tmpfs
write,0,4096,5120,64,0.0319,32,2,2048,160752.9518,tmpfs
read,0,4096,5120,64,0.0218,32,2,2048,235269.0771,tmpfs
write,0,67108864,51200,32,0.5025,32,1,1024,101889.2013,tmpfs
read,0,67108864,51200,32,0.3286,32,1,1024,155821.5601,tmpfs
write,0,1048576,51200,128,0.1616,32,4,4096,316900.1756,tmpfs
read,0,1048576,51200,128,0.0769,32,4,4096,665616.8468,tmpfs
write,0,1024,1024,512,0.0064,32,16,16384,160798.1366,tmpfs
read,0,1024,1024,512,0.0048,32,16,16384,213121.7212,tmpfs
write,0,4096,1024,1024,0.0015,32,32,32768,681829.3802,tmpfs
read,0,4096,1024,1024,0.0013,32,32,32768,802015.0628,tmpfs
write,0,1024,51200,2048,0.0828,32,64,65536,618406.0492,tmpfs
read,0,1024,51200,2048,0.0656,32,64,65536,780694.8318,tmpfs
write,0,1048576,5120,1024,0.0076,32,32,32768,669672.3445,tmpfs
read,0,1048576,5120,1024,0.0055,32,32,32768,927654.3734,tmpfs
write,0,4194304,5120,512,0.0085,32,16,16384,482951.0953,tmpfs
read,0,4194304,5120,512,0.0064,32,16,16384,641053.9327,tmpfs
write,0,1048576,51200,256,0.1561,32,8,8192,328072.8476,tmpfs
read,0,1048576,51200,256,0.0524,32,8,8192,977058.2897,tmpfs
write,0,1048576,1024,256,0.0032,32,8,8192,315341.9073,tmpfs
read,0,1048576,1024,256,0.002,32,8,8192,501274.2352,tmpfs
write,0,16777216,5120,32,0.065,32,1,1024,78729.5971,tmpfs
read,0,16777216,5120,32,0.0425,32,1,1024,120381.421,tmpfs
write,0,67108864,5120,32,0.0502,32,1,1024,81553.3979,tmpfs
read,0,67108864,5120,32,0.0347,32,1,1024,118046.6938,tmpfs
write,0,1024,51200,256,0.2043,32,8,8192,250581.5817,tmpfs
read,0,1024,51200,256,0.1089,32,8,8192,470318.4852,tmpfs
write,0,1024,1024,64,0.0135,32,2,2048,75846.537,tmpfs
read,0,1024,1024,64,0.0085,32,2,2048,120865.7053,tmpfs
write,0,67108864,5120,32,0.0491,32,1,1024,83388.0024,tmpfs
read,0,67108864,5120,32,0.0347,32,1,1024,117976.2816,tmpfs
write,0,1024,1024,1024,0.002,32,32,32768,515482.341,tmpfs
read,0,1024,1024,1024,0.0013,32,32,32768,808386.3771,tmpfs
write,0,1024,51200,2048,0.0743,32,64,65536,689163.6049,tmpfs
read,0,1024,51200,2048,0.0623,32,64,65536,821237.7076,tmpfs
write,0,4096,1024,32,0.0123,32,1,1024,83006.2799,tmpfs
read,0,4096,1024,32,0.008,32,1,1024,128333.0403,tmpfs
write,0,1024,51200,32,1.1805,32,1,1024,43370.0541,tmpfs
read,0,1024,51200,32,0.8043,32,1,1024,63656.6335,tmpfs
write,0,1048576,1024,64,0.0067,32,2,2048,153523.3074,tmpfs
read,0,1048576,1024,64,0.0035,32,2,2048,289377.5275,tmpfs
write,0,1048576,1024,512,0.0028,32,16,16384,369771.7382,tmpfs
read,0,1048576,1024,512,0.0022,32,16,16384,464402.4628,tmpfs
write,0,67108864,51200,128,0.1611,32,4,4096,305196.8614,tmpfs
read,0,67108864,51200,128,0.1304,32,4,4096,376816.9215,tmpfs
write,0,4194304,51200,128,0.1681,32,4,4096,304533.3579,tmpfs
read,0,4194304,51200,128,0.0879,32,4,4096,582170.5736,tmpfs
write,0,1048576,1024,128,0.0047,32,4,4096,218273.8249,tmpfs
read,0,1048576,1024,128,0.0041,32,4,4096,248454.6798,tmpfs
write,0,16777216,51200,256,0.1293,32,8,8192,380059.7925,tmpfs
read,0,16777216,51200,256,0.1035,32,8,8192,474678.2542,tmpfs
write,0,1024,51200,32,1.1811,32,1,1024,43348.2515,tmpfs
read,0,1024,51200,32,0.798,32,1,1024,64160.7301,tmpfs
write,0,4194304,51200,32,0.499,32,1,1024,102601.9469,tmpfs
read,0,4194304,51200,32,0.2598,32,1,1024,197107.5878,tmpfs
write,0,1024,5120,32,0.1318,32,1,1024,38859.9345,tmpfs
read,0,1024,5120,32,0.0872,32,1,1024,58717.6312,tmpfs
write,0,4096,51200,64,0.2881,32,2,2048,177718.6456,tmpfs
read,0,4096,51200,64,0.231,32,2,2048,221624.1775,tmpfs
write,0,1024,5120,512,0.0128,32,16,16384,398512.5829,tmpfs
read,0,1024,5120,512,0.0082,32,16,16384,624872.3863,tmpfs
write,0,16777216,5120,256,0.0126,32,8,8192,324668.2732,tmpfs
read,0,16777216,5120,256,0.0124,32,8,8192,330469.9063,tmpfs
write,0,4194304,1024,128,0.0051,32,4,4096,200982.0249,tmpfs
read,0,4194304,1024,128,0.0049,32,4,4096,207850.3705,tmpfs
write,0,64,1024,512,0.0348,32,16,16384,29394.6046,tmpfs
read,0,64,1024,512,0.0309,32,16,16384,33101.7643,tmpfs
write,0,4194304,51200,512,0.0902,32,16,16384,567857.1744,tmpfs
read,0,4194304,51200,512,0.062,32,16,16384,826353.5643,tmpfs
write,0,16777216,51200,1024,0.0542,32,32,32768,907353.54,tmpfs
read,0,16777216,51200,1024,0.0454,32,32,32768,1081721.04,tmpfs
write,0,268435456,51200,32,0.4902,32,1,1024,100271.1554,tmpfs
read,0,268435456,51200,32,0.3203,32,1,1024,153455.9451,tmpfs
write,0,67108864,51200,32,0.5249,32,1,1024,97538.581,tmpfs
read,0,67108864,51200,32,0.341,32,1,1024,150135.6051,tmpfs
write,0,4096,51200,1024,0.0499,32,32,32768,1026448.14,tmpfs
read,0,4096,51200,1024,0.043,32,32,32768,1189715.053,tmpfs
write,0,268435456,51200,128,0.1097,32,4,4096,298655.2003,tmpfs
read,0,268435456,51200,128,0.0951,32,4,4096,344485.4325,tmpfs
write,0,1048576,1024,128,0.0051,32,4,4096,202159.5536,tmpfs
read,0,1048576,1024,128,0.0039,32,4,4096,264270.7495,tmpfs
write,0,4096,51200,2048,0.0757,32,64,65536,676332.8367,tmpfs
read,0,4096,51200,2048,0.0722,32,64,65536,708897.6471,tmpfs
write,0,4194304,51200,4096,0.1412,32,128,131072,348162.623,tmpfs
read,0,4194304,51200,4096,0.1237,32,128,131072,397357.418,tmpfs
write,0,4194304,5120,512,0.0086,32,16,16384,478068.826,tmpfs
read,0,4194304,5120,512,0.0077,32,16,16384,535146.0011,tmpfs
write,0,4194304,1024,256,0.0031,32,8,8192,326561.9564,tmpfs
read,0,4194304,1024,256,0.0031,32,8,8192,331435.5626,tmpfs
write,0,4096,1024,128,0.0045,32,4,4096,226262.2906,tmpfs
read,0,4096,1024,128,0.004,32,4,4096,257614.3403,tmpfs
write,0,4096,51200,256,0.1043,32,8,8192,490785.8174,tmpfs
read,0,4096,51200,256,0.0614,32,8,8192,834165.4623,tmpfs
write,0,64,1024,128,0.0696,32,4,4096,14713.7398,tmpfs
read,0,64,1024,128,0.0596,32,4,4096,17193.702,tmpfs
write,0,268435456,51200,64,0.258,32,2,2048,190518.5028,tmpfs
read,0,268435456,51200,64,0.1777,32,2,2048,276638.2789,tmpfs
write,0,4194304,51200,4096,0.1588,32,128,131072,309480.4999,tmpfs
read,0,4194304,51200,4096,0.1597,32,128,131072,307784.3208,tmpfs
write,0,1024,5120,32,0.1307,32,1,1024,39184.5154,tmpfs
read,0,1024,5120,32,0.0878,32,1,1024,58346.8582,tmpfs
write,0,64,1024,1024,0.0159,32,32,32768,64396.8334,tmpfs
read,0,64,1024,1024,0.0109,32,32,32768,93891.0917,tmpfs
write,0,4194304,51200,128,0.1681,32,4,4096,304575.9974,tmpfs
read,0,4194304,51200,128,0.0847,32,4,4096,604705.4446,tmpfs
write,0,4096,5120,4096,0.1241,32,128,131072,33005.2935,tmpfs
read,0,4096,5120,4096,0.1388,32,128,131072,29501.993,tmpfs
write,0,4096,1024,128,0.0046,32,4,4096,223308.5252,tmpfs
read,0,4096,1024,128,0.004,32,4,4096,257995.4009,tmpfs
write,0,4096,51200,512,0.0674,32,16,16384,759118.931,tmpfs
read,0,4096,51200,512,0.0482,32,16,16384,1061659.504,tmpfs
write,0,4096,51200,4096,0.167,32,128,131072,294311.1579,tmpfs
read,0,4096,51200,4096,0.1359,32,128,131072,361551.8501,tmpfs
write,0,16777216,51200,64,0.2728,32,2,2048,187665.9054,tmpfs
read,0,16777216,51200,64,0.1763,32,2,2048,290476.2285,tmpfs
write,0,1024,1024,1024,0.0021,32,32,32768,491395.3035,tmpfs
read,0,1024,1024,1024,0.0014,32,32,32768,752312.2213,tmpfs
write,0,1024,5120,4096,0.1475,32,128,131072,27767.88,tmpfs
read,0,1024,5120,4096,0.1394,32,128,131072,29377.3381,tmpfs
write,0,1048576,51200,32,0.5642,32,1,1024,90755.295,tmpfs
read,0,1048576,51200,32,0.2588,32,1,1024,197813.3634,tmpfs
write,0,64,1024,512,0.0437,32,16,16384,23440.2446,tmpfs
read,0,64,1024,512,0.0391,32,16,16384,26184.4982,tmpfs
write,0,64,1024,1024,0.0203,32,32,32768,50393.242,tmpfs
read,0,64,1024,1024,0.0141,32,32,32768,72446.7935,tmpfs
write,0,1024,51200,4096,0.1859,32,128,131072,264396.8117,tmpfs
read,0,1024,51200,4096,0.1729,32,128,131072,284312.3873,tmpfs
write,0,4096,5120,2048,0.0451,32,64,65536,90912.5998,tmpfs
read,0,4096,5120,2048,0.0451,32,64,65536,90916.1493,tmpfs
write,0,4194304,51200,256,0.1529,32,8,8192,334864.4246,tmpfs
read,0,4194304,51200,256,0.0738,32,8,8192,693427.8721,tmpfs
write,0,67108864,51200,512,0.0505,32,16,16384,648260.7282,tmpfs
read,0,67108864,51200,512,0.0491,32,16,16384,667847.5606,tmpfs
write,0,1048576,5120,32,0.0648,32,1,1024,78976.6514,tmpfs
read,0,1048576,5120,32,0.037,32,1,1024,138193.3412,tmpfs
write,0,1024,5120,128,0.0362,32,4,4096,141593.1984,tmpfs
read,0,1024,5120,128,0.024,32,4,4096,213656.4442,tmpfs
write,0,4096,1024,128,0.005,32,4,4096,206213.3035,tmpfs
read,0,4096,1024,128,0.0042,32,4,4096,242913.0013,tmpfs
write,0,1024,51200,512,0.1142,32,16,16384,448498.7093,tmpfs
read,0,1024,51200,512,0.075,32,16,16384,682216.0311,tmpfs
write,0,1048576,1024,512,0.0049,32,16,16384,209503.2216,tmpfs
read,0,1048576,1024,512,0.0042,32,16,16384,241770.021,tmpfs
write,0,1024,51200,64,0.6141,32,2,2048,83370.6135,tmpfs
read,0,1024,51200,64,0.4162,32,2,2048,123005.9699,tmpfs
write,0,67108864,5120,32,0.0494,32,1,1024,82872.7348,tmpfs
read,0,67108864,5120,32,0.0343,32,1,1024,119331.1617,tmpfs
write,0,1048576,51200,32,0.5248,32,1,1024,97560.4651,tmpfs
read,0,1048576,51200,32,0.2614,32,1,1024,195889.6685,tmpfs
write,0,1024,51200,128,0.323,32,4,4096,158509.0608,tmpfs
read,0,1024,51200,128,0.2124,32,4,4096,241010.4321,tmpfs
write,0,4194304,5120,64,0.0285,32,2,2048,179355.5021,tmpfs
read,0,4194304,5120,64,0.0156,32,2,2048,328437.3503,tmpfs
write,0,1048576,5120,256,0.0165,32,8,8192,309943.1581,tmpfs
read,0,1048576,5120,256,0.0066,32,8,8192,772618.5204,tmpfs
write,0,16777216,5120,64,0.0294,32,2,2048,174425.5608,tmpfs
read,0,16777216,5120,64,0.0189,32,2,2048,270422.7399,tmpfs
write,0,16777216,51200,512,0.0762,32,16,16384,645083.4423,tmpfs
read,0,16777216,51200,512,0.0739,32,16,16384,665272.0389,tmpfs
write,0,1024,5120,4096,0.1217,32,128,131072,33655.0873,tmpfs
read,0,1024,5120,4096,0.1533,32,128,131072,26719.1107,tmpfs
write,0,64,1024,512,0.0259,32,16,16384,39498.1513,tmpfs
read,0,64,1024,512,0.022,32,16,16384,46453.7633,tmpfs
write,0,4096,5120,128,0.0196,32,4,4096,260864.3107,tmpfs
read,0,4096,5120,128,0.0138,32,4,4096,371350.2149,tmpfs
write,0,1048576,5120,512,0.0128,32,16,16384,399544.4881,tmpfs
read,0,1048576,5120,512,0.0066,32,16,16384,773303.5088,tmpfs
write,0,1048576,51200,4096,0.1393,32,128,131072,352885.8911,tmpfs
read,0,1048576,51200,4096,0.123,32,128,131072,399464.5621,tmpfs
write,0,1024,5120,2048,0.0582,32,64,65536,70358.7501,tmpfs
read,0,1024,5120,2048,0.0384,32,64,65536,106528.4626,tmpfs
write,0,64,1024,256,0.0508,32,8,8192,20174.3883,tmpfs
read,0,64,1024,256,0.0414,32,8,8192,24738.0228,tmpfs
write,0,16777216,1024,64,0.0064,32,2,2048,161240.5698,tmpfs
read,0,16777216,1024,64,0.0045,32,2,2048,228794.6566,tmpfs
write,0,4096,51200,2048,0.0946,32,64,65536,541447.9288,tmpfs
read,0,4096,51200,2048,0.078,32,64,65536,656169.7786,tmpfs
write,0,1048576,5120,32,0.0701,32,1,1024,73001.6573,tmpfs
read,0,1048576,5120,32,0.037,32,1,1024,138492.1066,tmpfs
write,0,4096,5120,256,0.0112,32,8,8192,457901.0104,tmpfs
read,0,4096,5120,256,0.0064,32,8,8192,805250.7381,tmpfs
write,0,1024,1024,512,0.0047,32,16,16384,217486.7873,tmpfs
read,0,1024,1024,512,0.0046,32,16,16384,222612.9543,tmpfs
write,0,1024,51200,256,0.1954,32,8,8192,261994.8737,tmpfs
read,0,1024,51200,256,0.1091,32,8,8192,469468.9187,tmpfs
write,0,4194304,5120,32,0.0614,32,1,1024,83382.8134,tmpfs
read,0,4194304,5120,32,0.0379,32,1,1024,134948.331,tmpfs
write,0,4096,1024,64,0.0072,32,2,2048,142893.2051,tmpfs
read,0,4096,1024,64,0.0048,32,2,2048,213406.425,tmpfs
write,0,67108864,51200,256,0.1275,32,8,8192,385467.6651,tmpfs
read,0,67108864,51200,256,0.1146,32,8,8192,428726.2422,tmpfs
write,0,4194304,51200,128,0.1659,32,4,4096,308556.0718,tmpfs
read,0,4194304,51200,128,0.0871,32,4,4096,587757.7747,tmpfs
write,0,4194304,5120,256,0.0159,32,8,8192,321963.7373,tmpfs
read,0,4194304,5120,256,0.0111,32,8,8192,463260.7531,tmpfs
write,0,16777216,5120,256,0.0126,32,8,8192,324617.3779,tmpfs
read,0,16777216,5120,256,0.0124,32,8,8192,329148.1059,tmpfs
write,0,268435456,51200,32,0.4829,32,1,1024,101775.0686,tmpfs
read,0,268435456,51200,32,0.317,32,1,1024,155077.9143,tmpfs
write,0,4194304,5120,1024,0.0052,32,32,32768,780777.0256,tmpfs
read,0,4194304,5120,1024,0.0047,32,32,32768,871465.0719,tmpfs
write,0,16777216,51200,512,0.0786,32,16,16384,625699.3481,tmpfs
read,0,16777216,51200,512,0.0756,32,16,16384,649993.6008,tmpfs
write,0,16777216,51200,2048,0.077,32,64,65536,425310.1764,tmpfs
read,0,16777216,51200,2048,0.0637,32,64,65536,514621.3202,tmpfs
write,0,4096,5120,256,0.012,32,8,8192,427232.7501,tmpfs
read,0,4096,5120,256,0.0066,32,8,8192,781080.0445,tmpfs
